Testers,Media,A1_fix_No,A2_fix_No,A3_fix_No,A4_fix_No,A5_fix_No,A6_fix_No,total_noFixation,Scan_path,Saccade_scanPath,lpd_sum,lpd_min,lpd_max,lpd_mean,lpd_mad,lpd_median,lpd_skew,lpd_var,lpd_std,lpd_hmean,lpd_gmean,lpd_range,lpd_iqr,lpd_first_quar,lpd_thrid_quar,lpd_kurtosis,rpd_sum,rpd_min,rpd_max,rpd_mean,rpd_mad,rpd_median,rpd_skew,rpd_var,rpd_std,rpd_hmean,rpd_gmean,rpd_range,rpd_iqr,rpd_first_quar,rpd_thrid_quar,rpd_kurtosis,fpogDuration_sum,fpogd_min,fpogd_max,fpogd_mean,fpogd_mad,fpogd_median,fpogd_skew,fpogd_var,fpogd_std,fpogd_hmean,fpogd_gmean,fpogd_range,fpogd_iqr,fpogd_first_quar,fpogd_thrid_quar,fpogd_kurtosis,lps_sum,lps_min,lps_max,lps_mean,lps_mad,lps_median,lps_skew,lps_var,lps_std,lps_hmean,lps_gmean,lps_range,lps_iqr,lps_first_quar,lps_thrid_quar,lps_kurtosis,rps_sum,rps_min,rps_max,rps_mean,rps_mad,rps_median,rps_skew,rps_var,rps_std,rps_hmean,rps_gmean,rps_range,rps_iqr,rps_first_quar,rps_thrid_quar,rps_kurtosis
1_User,Media1,15,4,4,15,5,5,48,6.411272663366282,0.13641005666736772,32883.218369999966,12.657810000000001,20.904320000000002,18.370513055865906,1.194050761728946,18.67395,-1.3337624617625932,2.203315764548371,1.4843570205810903,18.23350293354068,18.305129226175705,8.24651,1.6098050000000017,17.736085,19.34589,2.1168285191146348,34002.875049999944,12.9475,22.41705,18.996019581005555,1.4584358023439616,19.160515,-0.8242872138586032,2.829258424041341,1.6820399591095752,18.83207596371897,18.916769710392593,9.46955,1.9751499999999995,18.21949,20.19464,0.8217542823001494,10.82702,0.08667000000000001,0.53552,0.2255629166666667,0.06501210728147064,0.20462,1.4023694480296698,0.006835191253993053,0.08267521547593966,0.20080202895145866,0.21253341971047096,0.44885,0.09752499999999996,0.17193250000000002,0.26945749999999996,2.6853850549041907,45.40662999999999,0.8743700000000001,0.98898,0.9459714583333332,0.023032225464484725,0.9473450000000001,-0.5034091355120951,0.0006162523457899303,0.02482443042226609,0.9453102067724816,0.9456425110927801,0.11460999999999988,0.030587499999999882,0.9325475000000001,0.963135,0.5495424084155163,45.36319000000001,0.8743700000000001,0.98898,0.9450664583333336,0.023847656684662717,0.94665,-0.4728953829198298,0.00065397243953993,0.02557288484977653,0.9443644538494032,0.9447171603571676,0.11460999999999988,0.027649999999999952,0.93545,0.9631,0.20329123174114688
2_User,Media1,3,10,11,11,9,6,50,7.494122990032076,0.1529412855108587,24939.88709999997,10.149189999999999,16.92979,14.003305502526658,1.1585498516068355,14.109829999999999,-0.36185095898767344,1.6721010267140253,1.2930974544534628,13.877566527918562,13.94156207065292,6.7806000000000015,1.6055800000000016,13.21389,14.81947,0.04745832654082438,22928.56789999996,9.44859,15.05315,12.873985345311599,1.121573752277302,12.9506,-0.4544959449419883,1.107100198547171,1.0521882904438589,12.78350457578902,12.829532974353564,5.604560000000001,1.5222099999999994,12.16188,13.68409,-0.09706410199355052,11.087670000000005,0.08667000000000001,0.76367,0.22175340000000004,0.07935628374551232,0.21045,2.3604368841580867,0.012821512134440004,0.113232116179289,0.1811666570041041,0.1998337046874438,0.6769999999999999,0.105495,0.155945,0.26144,8.707489152621978,54.09247,1.00184,1.14894,1.0818494,0.02594553882384814,1.08287,-0.22913851790458234,0.0010368048136399997,0.032199453623314785,1.0808828228632537,1.0813675146647121,0.1471,0.03499999999999992,1.0653700000000002,1.10037,-0.07300913928504338,54.10086999999999,1.00184,1.14037,1.0820173999999998,0.02686475219932138,1.08349,-0.29442398705967743,0.0009826580832399997,0.03134737761344639,1.0811000672257467,1.0815602832145808,0.13853000000000004,0.03609249999999986,1.0654475,1.10154,-0.19572927175832167
3_User,Media1,3,2,3,15,8,4,35,4.5761895156369725,0.1345938092834404,41850.4661799999,15.74957,28.68297,23.41939909345265,2.6963641767295843,23.66696,-0.5264329943385478,7.222751753877095,2.6875177681044446,23.081455928310504,23.255801827457947,12.9334,3.6538850000000025,21.611135,25.26502,0.1169302754865762,41694.982730000105,12.74575,29.26912,23.332391007274822,2.05092812692535,23.467589999999998,-1.1210417147190173,7.280196601666021,2.6981839451130867,22.946701317565328,23.154709968368,16.52337,2.8002,22.11311,24.91331,2.984769866661237,10.78041,0.04688,2.31763,0.3080117142857143,0.07817761498180037,0.23425,4.916980615341026,0.13009539638563267,0.3606873942704855,0.20163390564563904,0.24029970190247624,2.27075,0.096985,0.187865,0.28485,24.564106783898325,34.53161,0.95424,1.01931,0.9866174285714284,0.02515975964803996,0.98554,0.03788169287288103,0.00032582478481632613,0.018050617297375903,0.9862872842810012,0.986452336673609,0.06506999999999996,0.02890999999999977,0.97219,1.0011,-0.8315107329906328,34.54881,0.95405,1.0254299999999998,0.9871088571428572,0.02314342063087247,0.98554,0.11636703655820893,0.00033121388440816233,0.018199282524543718,0.9867739097337688,0.9869412811861866,0.07137999999999989,0.029950000000000032,0.97277,1.00272,-0.8707098076466857
4_User,Media1,8,6,3,15,10,6,49,10.894756176115415,0.2269740870024045,26653.2539,6.7237899999999975,20.68323,14.956932603815934,1.8504654809612089,14.93898,-0.9317740493529796,4.4999834853604455,2.1213164510181985,14.573802255521937,14.782884709751606,13.959439999999999,2.448242499999999,13.935077500000002,16.38332,1.9490016182297945,31039.11190000001,11.76867,21.50714,17.418132379349053,1.2568834437492131,17.404195,-0.2486350272572757,2.0810115764625756,1.4425711685953575,17.293980112271463,17.356923418519028,9.73847,1.7090999999999994,16.677860000000006,18.386960000000002,0.4698794005438005,10.907190000000005,0.03369,0.47558999999999996,0.2225957142857144,0.05936339282896429,0.20068,0.8639593099812343,0.00638506417959184,0.07990659659622502,0.1858480700906919,0.20731121962194732,0.4419,0.08642999999999999,0.1748,0.26123,1.5268827624603,48.28858999999999,0.9105,1.03084,0.9854814285714284,0.02263933587658055,0.9862799999999999,-0.7437768561637271,0.0006661799755102037,0.025810462520268862,0.9847908586983752,0.9851386337094408,0.12034,0.03381999999999985,0.97321,1.0070299999999999,0.8745919084340725,48.34074,0.90407,1.0313,0.9865457142857142,0.02954826221481682,0.98546,-0.8553428140872661,0.0006600825755102036,0.025692072230752497,0.985860082585808,0.9862057392858248,0.12723000000000007,0.028749999999999942,0.9782799999999999,1.0070299999999999,1.3937502994721278
5_User,Media1,2,9,2,7,8,3,31,5.454568013717201,0.18181893379057326,22939.660969999946,8.22715,16.60202,12.829788014541357,0.6201576819787094,12.93713,-0.15544782559402326,1.0846536854470092,1.041467083227794,12.740754877050133,12.786248819985408,8.37487,0.8674325000000014,12.447705000000001,13.315137500000002,3.7148225288815673,21263.780580000013,7.1105199999999975,16.01919,11.892494731543634,0.6738649473440721,11.988225,0.2419860722663352,1.1165100557889127,1.0566503943068932,11.796469256478355,11.845100629048028,8.908669999999997,0.9591400000000014,11.395775,12.354915,3.6058008155127017,10.44789,0.0932,1.5464799999999999,0.3370287096774193,0.07063116968960689,0.2475,3.0665587173074536,0.07338873774027052,0.2709035580059268,0.2427477731048993,0.2792408776846553,1.45328,0.114165,0.224245,0.33841,10.361124493555408,32.789880000000004,1.01732,1.14441,1.0577380645161292,0.03297307333956431,1.0474,0.8094999431157412,0.0008350439446409973,0.0288971269271012,1.0569646259513878,1.057348719040303,0.12708999999999993,0.040714999999999835,1.036415,1.07713,0.5939206897238805,32.83082,1.01732,1.14441,1.0590587096774196,0.03319546367234062,1.04731,0.8393754712723337,0.0007827293596253887,0.027977300792345724,1.0583347066490534,1.0586942384417175,0.12708999999999993,0.04006500000000002,1.037075,1.07714,0.7081400278766843
6_User,Media1,1,5,2,23,1,2,34,5.263549636384277,0.15950150413285688,15804.825780000001,5.73665,22.33878,8.914171336717429,0.9320082326191756,9.24714,0.5493618112999132,1.3138378447378078,1.1462276583374735,8.758584376590324,8.838523690871924,16.60213,1.5624299999999967,8.166910000000001,9.729339999999999,13.113773914961419,14428.705369999925,5.40614,10.33385,8.138017693175367,0.8901543719907641,8.29058,-0.20670727822980686,0.7426297126039878,0.8617596605805982,8.042909684517861,8.091133594637611,4.92771,1.2625899999999983,7.454110000000001,8.7167,-0.3504970522888735,10.05573,0.02673,1.8819599999999999,0.2957567647058824,0.11841543919204242,0.2309,3.77827071153076,0.0987694513865917,0.3142760751100721,0.14869501383484135,0.21224663838140886,1.85523,0.18061750000000004,0.15618749999999998,0.336805,16.24875776431099,35.65799000000001,0.9744200000000001,1.08891,1.048764411764706,0.0249299563041719,1.0471,-0.7331366115244049,0.0005918428187716244,0.02432781985241637,1.048189602331502,1.0484787918919385,0.11448999999999998,0.03522749999999997,1.0345950000000002,1.0698225,0.7691699649777677,35.70293000000001,0.9802799999999999,1.09618,1.0500861764705884,0.028977460360691883,1.04891,-0.6076031538009233,0.0006787925236159157,0.026053647030999636,1.0494291389304582,1.049759451725983,0.1159,0.036134999999999806,1.0361875,1.0723224999999998,0.10725183823336916
7_User,Media1,6,13,8,16,5,1,49,8.749177016767073,0.18227452118264734,33439.20229,11.93131,22.51524,18.807200388076488,1.0880817681612616,19.159570000000002,-1.7489148540691268,3.0783486415693004,1.754522340002914,18.607276499562566,18.713959445813984,10.58393,1.4607799999999962,18.4010375,19.861817499999997,3.0454878371124265,32644.93114,11.64054,21.33662,18.36047870641169,1.0123504468399944,18.80178,-2.025157629348104,3.3753074781402765,1.8372009901315312,18.122347275497447,18.251853600683077,9.69608,1.4710875000000032,17.918239999999994,19.3893275,4.378092571153918,10.427709999999998,0.07947,0.76385,0.21281040816326527,0.059808173494516,0.19397,2.6598978975633383,0.012099417705955849,0.10999735317704626,0.17659696937744487,0.1927671154696126,0.68438,0.08789,0.15363,0.24151999999999998,10.465376219947533,49.45669,0.9246200000000001,1.06807,1.0093202040816327,0.0421503810721142,1.0151,-0.4151431360612896,0.0011456765366930448,0.03384784390021092,1.0081667991908307,1.0087466033684656,0.14344999999999994,0.05147999999999997,0.97783,1.02931,-0.12739499835349874,49.4782,0.9283799999999999,1.06807,1.0097591836734692,0.04216520709429935,1.00691,-0.05375924477352841,0.0011386698319866724,0.03374418219466392,1.0086278397627335,1.009194106613314,0.1396900000000002,0.05632000000000004,0.97903,1.03535,-0.7210310685174806
8_User,Media1,3,10,4,9,6,2,34,6.1994843631923215,0.18786316252097945,33113.074780000046,13.10632,22.433139999999998,18.676297112239173,2.2373208778358817,18.62868,-0.541205707119614,4.0004020235442725,2.0001005033608363,18.44364244330395,18.563268885563193,9.326819999999998,2.8587000000000025,17.51136,20.370060000000002,-0.05088033760207722,31072.22752,8.04323,21.8311,17.525227027636777,1.7741559447747313,17.69217,-1.706429376602931,6.659864018518465,2.580671234101404,16.954951024252956,17.280919747678663,13.787870000000002,2.5852900000000005,16.69599,19.28128,4.096789465756647,10.3418,0.04688,0.8510700000000001,0.3041705882352941,0.10931226157041804,0.26123,1.4858852300415402,0.025751487599653983,0.16047270048096648,0.22463298354186195,0.2661867330073338,0.8041900000000001,0.14904250000000002,0.21619,0.3652325,2.7014646555440773,32.17415999999999,0.8993399999999999,0.9819200000000001,0.9462988235294116,0.01622708128154379,0.945895,-0.16771842389254646,0.0004398589927335646,0.0209728155652398,0.9458318857952538,0.9460657115660192,0.08258000000000021,0.02059,0.93495,0.95554,-0.3217804166382856,32.15838,0.8972,0.9884200000000001,0.9458347058823532,0.019555523262088943,0.94814,-0.03895457847044344,0.0004522342131487897,0.02126579914202121,0.9453556859846576,0.9455953528012284,0.09122000000000008,0.02629000000000004,0.93495,0.96124,-0.07576830668968215
9_User,Media1,3,12,7,12,7,6,47,11.212085659715765,0.24374099260251664,23150.423710000065,6.78349,16.46572,13.020485776153016,2.129246589117913,13.292659999999998,-0.7641143761613385,4.112762353162308,2.0279946630014365,12.637987725772549,12.84220782640774,9.68223,2.8890125,11.799695,14.6887075,0.32285540921197864,26146.335200000016,6.93745,17.790029999999994,14.705475365579307,2.1102173896433927,15.244420000000002,-1.0123925687229398,4.567199598582797,2.1371007460067943,14.31287224183108,14.525894266106055,10.852579999999998,3.1625300000000003,13.27675,16.43928,1.0051814705970257,10.249750000000002,0.027339999999999996,0.65649,0.21807978723404264,0.05971921736140566,0.20776,2.098243400912834,0.008842279670167498,0.09403339656828046,0.17270277701560818,0.1992288501147316,0.62915,0.08013999999999999,0.16754000000000002,0.24768,8.215680973290889,51.71148,1.02379,1.17489,1.1002442553191492,0.026642361866545727,1.10356,-0.14655988725169652,0.000986220466998642,0.03140414728978709,1.0993426747670505,1.0997943651262332,0.1511,0.04249499999999995,1.0776700000000001,1.120165,-0.014784434395624046,51.85625999999999,1.0317100000000001,1.17489,1.1033246808510635,0.023899547762310503,1.10435,-0.10394565888024852,0.0009069928334087822,0.03011632171113833,1.1024991612125157,1.1029125161494189,0.14317999999999986,0.03385499999999997,1.08631,1.120165,-0.1577308335442318
10_User,Media1,0,1,4,11,9,2,27,6.7219835771728205,0.2585378298912623,14593.607110000034,5.73804,26.6939,16.832303471741678,3.0458579976979103,19.57215,-0.6737322813180778,31.709616062924088,5.631129199629865,14.199913264211451,15.624835444795663,20.95586,10.437820000000002,10.48751,20.92533,-1.024881578847958,14462.318409999998,6.19233,21.83295,16.680874752018454,3.2766991631192286,17.56176,-1.0551247450246015,10.69328423721062,3.2700587513392816,15.733693663893705,16.27503495565075,15.640620000000002,4.661294999999999,14.51321,19.174505,1.0610508070588591,6.70776,0.06827000000000001,0.55424,0.2484355555555556,0.05998608576073665,0.2216,1.2905881356090672,0.011467437239506172,0.1070861206669948,0.20651160618865388,0.2276715256614525,0.48596999999999996,0.08240999999999997,0.187755,0.270165,1.6736925245791499,26.96024,0.9472200000000001,1.03558,0.9985274074074074,0.020593344815042748,0.9999899999999999,-0.4691252312422618,0.0004494596636488327,0.02120046376023017,0.998072439999985,0.9983007359546274,0.08835999999999987,0.02603999999999984,0.98784,1.01388,-0.2674231511939369,26.94132,0.9472200000000001,1.03472,0.9978266666666664,0.020593344815042748,0.9999899999999999,-0.3995812087829166,0.0004919004296296292,0.022178828409761167,0.9973289189010732,0.99757859147041,0.08750000000000002,0.02776999999999985,0.98611,1.01388,-0.4119598113431788
