,Testers,Accuracy,TP,TN,FP,FN,ERR,FRR,FAR,EER,Sensitivity(TPR),TAR,Specificity(TNR),F-score,k values,Iterations
61,32_User,0.49666666666666665,11.333333333333334,88.0,12.0,88.66666666666667,0.5033333333333334,0.8866666666666667,0.12,0.0,0.11333333333333334,0.11333333333333329,0.88,0.18378378378378377,25.0,30.0
62,1_User,0.6666666666666665,72.33333333333333,61.0,39.0,27.666666666666668,0.33333333333333337,0.27666666666666667,0.39,0.0,0.7233333333333333,0.7233333333333334,0.61,0.6845425867507886,30.0,30.0
63,2_User,0.58,25.666666666666668,90.33333333333333,9.666666666666666,74.33333333333333,0.42,0.7433333333333333,0.09666666666666666,0.0,0.25666666666666665,0.2566666666666667,0.9033333333333333,0.3793103448275863,30.0,30.0
64,3_User,0.5883333333333333,32.666666666666664,85.0,15.0,67.33333333333333,0.4116666666666666,0.6733333333333333,0.15,0.0,0.32666666666666666,0.32666666666666666,0.85,0.44243792325056436,30.0,30.0
65,4_User,0.81,89.66666666666667,72.33333333333333,27.666666666666668,10.333333333333334,0.19,0.10333333333333333,0.27666666666666667,0.0,0.8966666666666667,0.8966666666666667,0.7233333333333333,0.8251533742331288,30.0,30.0
66,5_User,0.6516666666666667,50.333333333333336,80.0,20.0,49.666666666666664,0.3483333333333333,0.49666666666666665,0.2,0.0,0.5033333333333334,0.5033333333333334,0.8,0.5909980430528375,30.0,30.0
67,6_User,0.975,100.0,95.0,5.0,0.0,0.025,0.0,0.05,0.0,1.0,1.0,0.95,0.975609756097561,30.0,30.0
68,7_User,0.7183333333333334,67.66666666666667,76.0,24.0,32.333333333333336,0.2816666666666667,0.32333333333333336,0.24,0.0,0.6766666666666667,0.6766666666666666,0.76,0.7060869565217391,30.0,30.0
69,8_User,0.9,96.0,84.0,16.0,4.0,0.1,0.04,0.16,0.0,0.96,0.96,0.84,0.9056603773584906,30.0,30.0
70,9_User,0.7616666666666666,70.33333333333333,82.0,18.0,29.666666666666668,0.23833333333333337,0.2966666666666667,0.18,0.0,0.7033333333333333,0.7033333333333334,0.82,0.7469026548672567,30.0,30.0
71,10_User,0.7233333333333333,56.666666666666664,88.0,12.0,43.333333333333336,0.27666666666666667,0.43333333333333335,0.12,0.0,0.5666666666666667,0.5666666666666667,0.88,0.6719367588932806,30.0,30.0
